Date,Time,Guest_ID,Contact,Party_Size,Previous_Visits,Notes,Type,Shift,Wait_Time_Min,Table_Turn_Time_Min,Bill_Amount,Deposit,Status,Rating,Feedback
2022-07-28,12:30,Guest_1816,403-282-7907,7,0,Birthday,Reservation,Lunch,0,85,0.0,30.284912591795166,Cancelled,4.0,Good
2022-07-28,17:30,Guest_1587,403-706-4861,1,8,None,Reservation,Dinner,0,118,389.4320323127138,0.0,Completed,5.0,Average
2022-07-28,12:00,Guest_0852,403-700-2286,3,3,Birthday,Reservation,Lunch,0,102,493.5921541035459,0.0,Completed,4.0,Good
2022-07-28,11:30,Guest_0160,403-485-6568,2,7,None,Reservation,Lunch,0,103,113.37160227362236,0.0,Completed,5.0,Excellent
2022-07-29,12:30,Guest_1939,403-308-5967,7,1,None,Reservation,Lunch,0,89,104.00594403806016,26.42953380489159,Completed,2.0,Good
2022-07-29,19:00,Guest_0137,403-250-3037,5,9,Birthday,Reservation,Dinner,0,61,408.90370398338746,25.52751516140086,Completed,2.0,Terrible
2022-07-29,20:00,Guest_2646,403-280-4096,2,6,None,Reservation,Dinner,0,86,176.3376807784096,0.0,Completed,3.0,Good
2022-07-29,13:00,Guest_2646,403-571-8837,5,5,None,Reservation,Lunch,0,97,343.5161657128736,35.44459221475395,Completed,2.0,Good
2022-07-29,19:30,Guest_4502,403-713-6971,5,0,None,Walk-in,Dinner,11,82,498.1172983726404,0.0,Completed,3.0,Good
2022-07-29,12:00,Guest_3155,403-344-7718,2,8,Birthday,Walk-in,Lunch,22,95,199.1124982611165,0.0,Completed,2.0,Terrible
2022-07-29,12:00,Guest_0612,403-622-9073,5,9,Anniversary,Walk-in,Lunch,21,70,448.6284963909539,0.0,Completed,3.0,Good
2022-07-29,18:00,Guest_0228,403-783-2988,3,9,None,Reservation,Dinner,0,92,143.22137918901274,0.0,Completed,3.0,nan
2022-07-29,17:30,Guest_0825,403-560-9713,2,1,None,Reservation,Dinner,0,77,87.75121031157137,0.0,Completed,3.0,Excellent
2022-07-29,13:00,Guest_4944,403-806-7730,1,2,Birthday,Reservation,Lunch,0,119,334.42897898548983,0.0,Completed,4.0,Poor
2022-07-29,20:00,Guest_2749,403-432-6259,7,6,None,Reservation,Dinner,0,94,226.04960158555568,48.962876418888925,Completed,5.0,Poor
2022-07-29,20:00,Guest_3657,403-308-1037,3,8,None,Reservation,Dinner,0,109,184.18768900966975,0.0,Completed,2.0,Good
2022-07-29,19:00,Guest_3476,403-516-4377,2,8,None,Walk-in,Dinner,1,64,0.0,0.0,Cancelled,4.0,Good
2022-07-29,19:00,Guest_0526,403-689-5320,1,0,None,Walk-in,Dinner,20,88,400.142477770353,0.0,Completed,2.0,Good
2022-07-29,19:30,Guest_3260,403-723-2459,3,6,None,Walk-in,Dinner,6,97,316.5676663628019,0.0,Completed,2.0,Poor
2022-07-29,11:30,Guest_1424,403-622-9849,6,1,None,Reservation,Lunch,0,85,421.63064473673285,5.511887772992652,Completed,1.0,Average
2022-07-29,12:30,Guest_3967,403-802-3741,7,5,None,Reservation,Lunch,0,71,439.93363408406105,2.2671317963168125,Completed,5.0,Good
2022-07-29,20:00,Guest_3049,403-721-9908,5,3,None,Reservation,Dinner,0,81,0.0,18.66830244854343,Cancelled,2.0,Average
2022-07-29,12:30,Guest_2879,403-432-9629,7,2,None,Reservation,Lunch,0,76,295.6349454694871,16.479003414937026,Completed,2.0,Excellent
2022-07-29,17:30,Guest_0727,403-132-3937,4,1,None,Walk-in,Dinner,8,114,452.92031290162515,0.0,Completed,5.0,Good
2022-07-29,19:30,Guest_3052,403-746-4364,4,0,Birthday,Reservation,Dinner,0,90,174.38736246650416,0.0,Completed,3.0,Average
2022-07-29,18:00,Guest_1584,403-704-1970,6,4,None,Reservation,Dinner,0,69,389.70956605977733,25.1746542786492,Completed,3.0,Poor
2022-07-29,19:30,Guest_1631,403-307-7003,7,2,None,Reservation,Dinner,0,95,480.0169951045159,0.5131653141842718,Completed,5.0,Average
2022-07-29,12:00,Guest_2874,403-693-6852,5,0,None,Walk-in,Lunch,20,114,251.87608329129733,0.0,Completed,2.0,Terrible
2022-07-29,19:00,Guest_4585,403-387-2403,5,1,None,Reservation,Dinner,0,112,61.25313665115752,28.918009311411208,Completed,5.0,nan
2022-07-29,19:00,Guest_1480,403-890-5640,5,2,None,Walk-in,Dinner,26,85,136.73196691299358,0.0,Completed,3.0,Poor
2022-07-29,19:30,Guest_2806,403-518-9761,7,6,None,Reservation,Dinner,0,87,488.75730919080786,21.88257540537204,Completed,2.0,Average
2022-07-29,12:30,Guest_2536,403-595-7090,3,0,None,Reservation,Lunch,0,79,268.7938753947631,0.0,Completed,2.0,Good
2022-07-30,12:00,Guest_1744,403-324-6436,6,5,None,Walk-in,Lunch,24,101,469.297043465871,0.0,Completed,4.0,nan
2022-07-30,12:00,Guest_4407,403-719-2126,3,4,None,Reservation,Lunch,0,98,128.2458570842582,0.0,Completed,5.0,Average
2022-07-30,19:30,Guest_1766,403-945-2114,4,2,None,Walk-in,Dinner,21,88,229.61138139216632,0.0,Completed,2.0,Good
2022-07-30,12:30,Guest_1246,403-558-6761,2,1,None,Reservation,Lunch,0,92,0.0,0.0,Cancelled,4.0,Poor
2022-07-30,17:30,Guest_3704,403-168-6477,1,1,None,Walk-in,Dinner,4,92,437.64943995364825,0.0,Completed,5.0,Good
2022-07-30,18:00,Guest_1977,403-348-8203,7,9,None,Reservation,Dinner,0,91,129.96396635289278,45.19688427823196,Completed,3.0,Excellent
2022-07-30,19:30,Guest_2172,403-729-9469,4,9,None,Walk-in,Dinner,22,73,189.41452210870352,0.0,Completed,3.0,Excellent
2022-07-30,12:30,Guest_0535,403-684-3398,4,8,None,Reservation,Lunch,0,102,170.32089257998967,0.0,Completed,5.0,Average
2022-07-30,17:30,Guest_2083,403-586-1736,5,2,None,Reservation,Dinner,0,63,277.31286859693864,19.409776505913833,Completed,5.0,Poor
2022-07-30,19:30,Guest_0871,403-240-9376,2,2,None,Walk-in,Dinner,25,72,127.76733551128618,0.0,Completed,5.0,Excellent
2022-07-30,19:30,Guest_4318,403-896-5956,6,2,Anniversary,Reservation,Dinner,0,74,98.8582515748204,0.5010391695103644,Completed,5.0,Average
2022-07-30,11:30,Guest_0340,403-146-5925,5,8,None,Reservation,Lunch,0,88,361.8178676424476,43.52367607481932,Completed,4.0,Excellent
2022-07-31,18:00,Guest_1707,403-627-1702,1,4,None,Reservation,Dinner,0,112,0.0,0.0,Cancelled,1.0,Average
2022-07-31,13:00,Guest_2925,403-719-9177,2,4,None,Reservation,Lunch,0,117,159.1187454875209,0.0,Completed,3.0,Good
2022-07-31,18:30,Guest_4878,403-709-9551,7,6,None,Walk-in,Dinner,20,118,366.57038151174396,0.0,Completed,4.0,Excellent
2022-07-31,20:00,Guest_1974,403-760-1097,5,2,None,Reservation,Dinner,0,103,415.5452509289205,28.208249118931057,Completed,4.0,Excellent
2022-07-31,17:30,Guest_2246,403-916-4789,3,4,None,Reservation,Dinner,0,75,380.2423644483186,0.0,Completed,5.0,Poor
2022-07-31,19:30,Guest_1188,403-106-3108,5,4,None,Walk-in,Dinner,15,86,132.20533439363004,0.0,Completed,5.0,Poor
2022-07-31,12:30,Guest_0330,403-232-8782,7,5,Birthday,Walk-in,Lunch,26,90,189.8699584099514,0.0,Completed,4.0,Poor
2022-07-31,18:30,Guest_3919,403-657-7511,5,6,Birthday,Reservation,Dinner,0,119,234.74675794906503,26.300027152445978,Completed,5.0,Good
2022-07-31,18:00,Guest_4139,403-396-3366,2,7,None,Reservation,Dinner,0,114,154.96967622814336,0.0,Completed,3.0,Poor
2022-07-31,11:30,Guest_4341,403-275-1521,3,6,Vegan,Reservation,Lunch,0,74,193.9876171314497,0.0,Completed,4.0,Good
2022-08-01,17:30,Guest_0390,403-744-1407,4,8,None,Reservation,Dinner,0,105,0.0,0.0,Cancelled,2.0,Poor
2022-08-01,17:30,Guest_2316,403-200-5756,5,4,None,Walk-in,Dinner,10,71,190.97562906880665,0.0,Completed,5.0,Good
2022-08-01,18:30,Guest_3822,403-740-9884,4,4,None,Walk-in,Dinner,19,98,307.93689346759214,0.0,Completed,5.0,Terrible
2022-08-01,12:00,Guest_4528,403-764-6600,1,2,Anniversary,Reservation,Lunch,0,62,189.44132329180826,0.0,Completed,5.0,Excellent
2022-08-01,13:00,Guest_2167,403-762-3378,6,6,None,Reservation,Lunch,0,97,0.0,9.630211762949454,Cancelled,4.0,Excellent
2022-08-01,11:30,Guest_3063,403-932-7248,1,5,None,Reservation,Lunch,0,67,60.62871716651826,0.0,Completed,5.0,Good
2022-08-01,18:30,Guest_2975,403-255-6647,1,8,Birthday,Walk-in,Dinner,15,112,268.4275068938847,0.0,Completed,5.0,Good
2022-08-01,12:30,Guest_3440,403-412-9507,3,2,None,Reservation,Lunch,0,62,0.0,0.0,Cancelled,3.0,Excellent
2022-08-01,13:00,Guest_2908,403-171-9919,2,6,None,Reservation,Lunch,0,112,281.8835125328145,0.0,Completed,5.0,Poor
2022-08-01,18:30,Guest_4822,403-206-7599,7,5,None,Reservation,Dinner,0,94,64.118206243307,20.463814966000804,Completed,4.0,Good
2022-08-02,17:30,Guest_3320,403-429-9150,1,7,None,Reservation,Dinner,0,106,79.741057803112,0.0,Completed,3.0,Poor
2022-08-02,12:30,Guest_0840,403-180-7726,4,2,None,Walk-in,Lunch,1,64,204.87522572805148,0.0,Completed,4.0,Average
2022-08-02,12:30,Guest_3949,403-431-7874,2,6,None,Reservation,Lunch,0,105,153.95592516640215,0.0,Completed,2.0,Good
2022-08-02,13:00,Guest_4607,403-986-3046,3,9,None,Reservation,Lunch,0,61,64.53319851689565,0.0,Completed,2.0,Average
2022-08-02,18:30,Guest_2061,403-602-3150,2,7,None,Reservation,Dinner,0,102,237.46350904892745,0.0,Completed,5.0,Excellent
2022-08-02,12:00,Guest_1458,403-424-1111,3,6,Anniversary,Walk-in,Lunch,0,86,0.0,0.0,Cancelled,5.0,nan
2022-08-02,20:00,Guest_0668,403-855-1514,4,4,Birthday,Walk-in,Dinner,11,76,0.0,0.0,Cancelled,4.0,Excellent
2022-08-02,19:00,Guest_2002,403-798-3138,2,1,None,Reservation,Dinner,0,107,0.0,0.0,Cancelled,4.0,Good
2022-08-02,19:30,Guest_3907,403-403-9057,7,1,None,Reservation,Dinner,0,108,284.71818365719946,42.63742189071543,Completed,2.0,Excellent
2022-08-02,18:30,Guest_2851,403-817-4139,1,8,None,Reservation,Dinner,0,86,0.0,0.0,Cancelled,3.0,Excellent
2022-08-03,20:00,Guest_2728,403-588-2081,7,7,None,Walk-in,Dinner,5,61,487.4795776364466,0.0,Completed,3.0,Good
2022-08-03,12:30,Guest_3424,403-221-4499,6,0,None,Reservation,Lunch,0,95,150.06739450663414,13.061511551433025,Completed,4.0,Good
2022-08-03,11:30,Guest_0122,403-374-4815,2,8,None,Reservation,Lunch,0,85,0.0,0.0,Cancelled,3.0,Excellent
2022-08-03,18:00,Guest_2005,403-668-7813,1,9,None,Reservation,Dinner,0,61,0.0,0.0,Cancelled,5.0,Good
2022-08-03,17:30,Guest_3608,403-335-6866,2,7,None,Reservation,Dinner,0,77,429.9244204951309,0.0,Completed,4.0,Good
2022-08-03,12:00,Guest_0090,403-882-2053,4,3,None,Reservation,Lunch,0,93,288.2062164391067,0.0,Completed,5.0,Poor
2022-08-03,12:00,Guest_1142,403-407-5659,7,7,Vegan,Reservation,Lunch,0,114,367.90103464011,47.95088549056805,Completed,5.0,Average
2022-08-03,12:00,Guest_0183,403-312-9812,7,8,None,Reservation,Lunch,0,83,264.8437215138342,5.9681404688256166,Completed,4.0,nan
2022-08-04,17:30,Guest_4263,403-148-8388,2,6,None,Reservation,Dinner,0,110,135.7965720710573,0.0,Completed,4.0,Good
2022-08-04,12:00,Guest_3629,403-566-6463,3,7,None,Walk-in,Lunch,16,77,0.0,0.0,Cancelled,5.0,Excellent
2022-08-04,19:00,Guest_4120,403-476-1778,4,8,None,Reservation,Dinner,0,85,418.5989599623839,0.0,Completed,4.0,Excellent
2022-08-04,12:00,Guest_2177,403-552-9998,4,3,None,Walk-in,Lunch,28,75,0.0,0.0,Cancelled,1.0,Excellent
2022-08-04,18:00,Guest_1668,403-212-8453,4,8,None,Walk-in,Dinner,18,73,471.5884684782586,0.0,Completed,5.0,Poor
2022-08-04,20:00,Guest_3739,403-653-6200,1,0,None,Reservation,Dinner,0,70,50.92128988415692,0.0,Completed,4.0,Excellent
2022-08-04,19:30,Guest_4964,403-665-8355,1,7,Anniversary,Reservation,Dinner,0,103,0.0,0.0,Cancelled,3.0,Poor
2022-08-04,18:30,Guest_3441,403-398-5832,5,9,Anniversary,Reservation,Dinner,0,71,339.43250290751644,47.862293417077545,Completed,5.0,Good
2022-08-04,12:30,Guest_2032,403-959-3926,7,1,None,Walk-in,Lunch,12,78,411.6420783772058,0.0,Completed,2.0,Poor
2022-08-05,18:00,Guest_2934,403-781-7745,3,7,None,Reservation,Dinner,0,61,458.563891388121,0.0,Completed,2.0,Terrible
2022-08-05,12:00,Guest_0245,403-494-6212,1,9,None,Walk-in,Lunch,21,98,288.01027983445135,0.0,Completed,4.0,Terrible
2022-08-05,19:30,Guest_1532,403-203-5561,4,0,Birthday,Reservation,Dinner,0,95,0.0,0.0,Cancelled,5.0,Excellent
2022-08-05,20:00,Guest_0083,403-599-7794,5,3,None,Walk-in,Dinner,25,118,200.28249514626546,0.0,Completed,2.0,Poor
2022-08-05,19:00,Guest_4013,403-607-1282,6,1,None,Walk-in,Dinner,1,116,157.71419109003853,0.0,Completed,4.0,Excellent
2022-08-05,20:00,Guest_0343,403-742-3464,6,6,None,Reservation,Dinner,0,75,494.60887426338496,16.2437067900211,Completed,5.0,Good
2022-08-05,12:00,Guest_1622,403-829-9753,1,5,Birthday,Reservation,Lunch,0,97,436.01784031678415,0.0,Completed,3.0,Poor
2022-08-05,11:30,Guest_4265,403-121-9015,2,7,None,Reservation,Lunch,0,72,120.52990161998504,0.0,Completed,4.0,Good
2022-08-05,18:30,Guest_3784,403-934-1640,6,6,None,Reservation,Dinner,0,80,467.30619899634826,48.34685325558824,Completed,4.0,nan
2022-08-05,18:00,Guest_1434,403-458-5277,1,7,Birthday,Reservation,Dinner,0,79,428.3151163627365,0.0,Completed,4.0,Excellent
2022-08-05,18:00,Guest_4179,403-685-1268,5,9,None,Reservation,Dinner,0,88,101.99266541199015,41.91837159547248,Completed,2.0,Good
2022-08-05,20:00,Guest_2165,403-530-9581,7,6,None,Reservation,Dinner,0,94,390.62049367802797,25.91957957830625,Completed,3.0,Average
2022-08-05,18:00,Guest_2551,403-605-8028,4,6,None,Reservation,Dinner,0,68,197.02847067562172,0.0,Completed,5.0,Excellent
2022-08-05,12:00,Guest_4297,403-910-1882,3,0,None,Walk-in,Lunch,4,108,261.1303087609849,0.0,Completed,4.0,Excellent
2022-08-05,11:30,Guest_1089,403-416-7238,3,4,None,Reservation,Lunch,0,109,310.97532851977377,0.0,Completed,4.0,nan
2022-08-05,17:30,Guest_4259,403-419-5895,4,8,None,Reservation,Dinner,0,66,409.59217454572865,0.0,Completed,3.0,Terrible
2022-08-05,19:30,Guest_3065,403-604-8835,6,1,None,Reservation,Dinner,0,109,442.9503916199781,47.600079079366644,Completed,3.0,Good
2022-08-05,19:00,Guest_2130,403-981-7704,6,4,None,Reservation,Dinner,0,76,173.5303887691854,18.080453426714588,Completed,5.0,Terrible
2022-08-05,13:00,Guest_2935,403-375-7934,4,1,None,Walk-in,Lunch,13,99,205.5339018412782,0.0,Completed,2.0,Good
2022-08-05,11:30,Guest_2170,403-654-4006,5,0,None,Reservation,Lunch,0,95,280.0599426353501,49.33760056731753,Completed,4.0,nan
2022-08-05,12:30,Guest_2816,403-972-8497,5,5,None,Reservation,Lunch,0,60,173.6754945583013,8.74413226220062,Completed,3.0,Poor
2022-08-05,17:30,Guest_1278,403-208-5580,6,1,Anniversary,Reservation,Dinner,0,81,178.26863794017473,6.237992801297337,Completed,5.0,Poor
2022-08-06,19:00,Guest_1854,403-669-5718,2,2,None,Reservation,Dinner,0,113,467.9834491325437,0.0,Completed,4.0,Excellent
2022-08-06,19:00,Guest_3049,403-536-8104,6,1,None,Reservation,Dinner,0,70,0.0,45.01164362943529,Cancelled,3.0,Excellent
2022-08-06,17:30,Guest_0157,403-233-8287,4,6,None,Reservation,Dinner,0,115,433.8533660357845,0.0,Completed,3.0,Poor
2022-08-06,12:30,Guest_1785,403-995-3090,5,8,None,Walk-in,Lunch,10,115,306.7919928272608,0.0,Completed,4.0,Good
2022-08-06,12:00,Guest_2146,403-309-7459,6,2,None,Reservation,Lunch,0,64,411.1052468568039,12.073587220720123,Completed,5.0,Excellent
2022-08-06,19:00,Guest_4628,403-379-6367,4,4,None,Reservation,Dinner,0,64,382.59288068456004,0.0,Completed,4.0,Good
2022-08-06,12:30,Guest_0016,403-603-9242,2,3,None,Walk-in,Lunch,8,69,344.4937751210433,0.0,Completed,4.0,Good
2022-08-06,12:00,Guest_3401,403-163-9417,5,9,None,Reservation,Lunch,0,79,162.91016038811762,40.75443783962704,Completed,4.0,Poor
2022-08-06,20:00,Guest_3117,403-930-9216,7,0,None,Reservation,Dinner,0,69,312.15214339514375,11.428426182491858,Completed,4.0,Poor
2022-08-06,12:30,Guest_3487,403-927-4612,4,3,None,Reservation,Lunch,0,91,298.6252906617392,0.0,Completed,3.0,nan
2022-08-06,12:00,Guest_3574,403-546-6699,2,0,None,Reservation,Lunch,0,63,451.8815861817831,0.0,Completed,4.0,Excellent
2022-08-06,18:00,Guest_1824,403-616-5455,4,3,Birthday,Reservation,Dinner,0,100,139.7645518568459,0.0,Completed,3.0,Good
2022-08-06,19:00,Guest_3940,403-861-5338,2,8,None,Walk-in,Dinner,1,113,334.37425510685426,0.0,Completed,2.0,Poor
2022-08-06,18:30,Guest_2650,403-322-1334,1,1,None,Reservation,Dinner,0,62,320.1401594353642,0.0,Completed,3.0,Excellent
2022-08-06,18:30,Guest_3411,403-218-3058,3,6,None,Reservation,Dinner,0,90,429.97861184056,0.0,Completed,3.0,Poor
2022-08-06,19:30,Guest_4789,403-287-7872,2,7,None,Walk-in,Dinner,27,69,141.12015760296623,0.0,Completed,4.0,Poor
2022-08-06,11:30,Guest_0236,403-991-2108,5,2,None,Reservation,Lunch,0,88,488.32897597069746,2.242432423494961,Completed,4.0,Excellent
2022-08-06,20:00,Guest_2957,403-855-8335,1,5,None,Reservation,Dinner,0,108,253.51347867646697,0.0,Completed,4.0,Good
2022-08-06,13:00,Guest_1924,403-118-4091,1,3,None,Reservation,Lunch,0,111,82.46382673848501,0.0,Completed,2.0,Good
2022-08-07,13:00,Guest_2535,403-315-3939,7,5,Vegan,Reservation,Lunch,0,80,302.75471544166174,0.44891921283534697,Completed,3.0,Poor
2022-08-07,18:00,Guest_1287,403-467-5473,5,8,None,Reservation,Dinner,0,104,473.4581344934821,33.98950900662695,Completed,4.0,Excellent
2022-08-07,18:00,Guest_2081,403-862-3429,6,7,None,Reservation,Dinner,0,81,206.0878907759831,27.766208475642955,Completed,5.0,Excellent
2022-08-07,12:00,Guest_2107,403-276-2565,5,3,None,Reservation,Lunch,0,107,189.24651262805088,9.379334814507228,Completed,2.0,Good
2022-08-07,12:00,Guest_1670,403-802-2459,3,5,None,Reservation,Lunch,0,101,0.0,0.0,Cancelled,3.0,Excellent
2022-08-07,11:30,Guest_4881,403-716-3070,7,0,Anniversary,Walk-in,Lunch,8,74,176.04966343200056,0.0,Completed,5.0,Poor
2022-08-07,20:00,Guest_2710,403-564-3957,7,8,None,Walk-in,Dinner,1,62,0.0,0.0,Cancelled,3.0,Average
2022-08-07,12:00,Guest_4340,403-537-1900,5,6,None,Reservation,Lunch,0,61,472.99915357485946,30.721406436103482,Completed,4.0,Good
2022-08-07,17:30,Guest_0238,403-237-5825,2,4,None,Reservation,Dinner,0,69,164.7629615354951,0.0,Completed,5.0,Excellent
2022-08-07,18:00,Guest_1278,403-665-7842,3,8,None,Reservation,Dinner,0,106,340.12921722025465,0.0,Completed,3.0,Excellent
2022-08-07,11:30,Guest_2038,403-872-5002,1,7,None,Reservation,Lunch,0,101,180.14103588923365,0.0,Completed,4.0,nan
2022-08-07,20:00,Guest_2785,403-964-6594,6,6,None,Reservation,Dinner,0,100,348.8820437460367,27.10635241816727,Completed,5.0,Excellent
2022-08-07,12:00,Guest_3094,403-700-5095,4,8,None,Reservation,Lunch,0,78,300.6179416876947,0.0,Completed,5.0,Poor
2022-08-07,19:00,Guest_3353,403-702-6695,2,9,Birthday,Reservation,Dinner,0,76,499.61603553614236,0.0,Completed,4.0,Average
2022-08-07,19:00,Guest_1415,403-468-3076,1,6,None,Walk-in,Dinner,13,113,312.58201706261553,0.0,Completed,4.0,Excellent
2022-08-07,12:30,Guest_3255,403-486-7252,3,7,Vegan,Reservation,Lunch,0,113,471.16301183979726,0.0,Completed,3.0,Good
2022-08-07,20:00,Guest_3043,403-907-3095,1,7,None,Reservation,Dinner,0,108,291.2374009381593,0.0,Completed,5.0,nan
2022-08-07,13:00,Guest_2299,403-340-3971,2,0,None,Walk-in,Lunch,27,70,157.53614178469553,0.0,Completed,3.0,Good
2022-08-07,18:30,Guest_3639,403-797-1686,7,2,None,Reservation,Dinner,0,108,0.0,42.88448334036213,Cancelled,1.0,Excellent
2022-08-07,17:30,Guest_0088,403-605-4185,5,0,Birthday,Reservation,Dinner,0,95,0.0,44.648990296416855,Cancelled,2.0,Average
2022-08-08,19:30,Guest_2450,403-257-9575,6,7,None,Reservation,Dinner,0,111,388.77691442077526,12.69025026559915,Completed,2.0,Average
2022-08-08,12:30,Guest_2842,403-170-9282,6,7,None,Reservation,Lunch,0,100,352.26332814753493,8.469696117993951,Completed,4.0,Average
2022-08-08,11:30,Guest_3874,403-824-1649,5,9,None,Walk-in,Lunch,1,88,350.7232461966287,0.0,Completed,4.0,Excellent
2022-08-08,11:30,Guest_3261,403-164-9867,4,5,None,Reservation,Lunch,0,83,379.63890259435084,0.0,Completed,5.0,Poor
2022-08-08,12:30,Guest_3246,403-207-8468,3,9,None,Walk-in,Lunch,7,65,0.0,0.0,Cancelled,4.0,Good
2022-08-08,13:00,Guest_0650,403-764-4291,2,9,None,Reservation,Lunch,0,106,255.49013209018912,0.0,Completed,5.0,Average
2022-08-08,19:30,Guest_0409,403-577-4375,7,7,None,Walk-in,Dinner,23,77,323.16624446218987,0.0,Completed,4.0,Average
2022-08-08,18:30,Guest_0988,403-240-5234,7,0,None,Walk-in,Dinner,23,86,449.5844836552503,0.0,Completed,3.0,Average
2022-08-08,19:00,Guest_3283,403-137-7611,5,2,None,Reservation,Dinner,0,86,318.9201648945102,37.20989802043617,Completed,3.0,Good
2022-08-08,18:30,Guest_1950,403-495-6493,6,6,None,Walk-in,Dinner,5,87,88.92188410676937,0.0,Completed,5.0,Poor
2022-08-08,12:00,Guest_2881,403-754-4465,2,9,None,Reservation,Lunch,0,84,96.83721907417893,0.0,Completed,3.0,Excellent
2022-08-08,12:30,Guest_4477,403-662-9377,5,5,None,Reservation,Lunch,0,71,385.7727627379028,16.18360277894835,Completed,5.0,Terrible
2022-08-08,17:30,Guest_3103,403-646-4843,1,9,Anniversary,Reservation,Dinner,0,107,157.80219800277956,0.0,Completed,5.0,Poor
2022-08-08,11:30,Guest_4925,403-166-8892,4,2,None,Reservation,Lunch,0,89,78.01690125329108,0.0,Completed,4.0,Excellent
2022-08-08,18:00,Guest_4459,403-948-6911,3,0,None,Reservation,Dinner,0,116,224.03939018739348,0.0,Completed,3.0,Excellent
2022-08-08,17:30,Guest_2316,403-953-1738,2,0,None,Reservation,Dinner,0,77,360.56752982851765,0.0,Completed,4.0,Average
2022-08-08,13:00,Guest_1179,403-851-1629,7,0,None,Walk-in,Lunch,21,106,354.2805925092931,0.0,Completed,5.0,Good
2022-08-08,13:00,Guest_3021,403-779-2320,5,0,None,Reservation,Lunch,0,88,215.09080004941427,15.483023980488975,Completed,5.0,nan
2022-08-08,18:00,Guest_3300,403-896-2964,1,6,None,Walk-in,Dinner,15,81,411.7225692224031,0.0,Completed,3.0,Average
2022-08-08,18:30,Guest_1964,403-917-5405,7,8,None,Walk-in,Dinner,1,96,0.0,0.0,Cancelled,4.0,Average
2022-08-08,18:30,Guest_4031,403-155-7335,6,6,None,Reservation,Dinner,0,78,490.027844421689,3.808888427827167,Completed,4.0,Good
2022-08-09,12:30,Guest_1700,403-350-9916,3,5,None,Reservation,Lunch,0,63,398.0867883691619,0.0,Completed,4.0,Excellent
2022-08-09,11:30,Guest_3874,403-631-5723,4,5,None,Reservation,Lunch,0,81,433.50549511446866,0.0,Completed,5.0,Good
2022-08-09,20:00,Guest_4787,403-614-7758,4,5,None,Reservation,Dinner,0,78,252.44713537350833,0.0,Completed,5.0,Poor
2022-08-09,12:00,Guest_2089,403-784-6076,6,4,None,Reservation,Lunch,0,60,168.82508242051,27.092606537464487,Completed,4.0,Good
2022-08-09,20:00,Guest_3791,403-852-5098,1,3,Anniversary,Reservation,Dinner,0,109,386.4573104230306,0.0,Completed,5.0,Average
2022-08-09,12:30,Guest_0836,403-223-9591,4,8,Vegan,Reservation,Lunch,0,98,118.261641730303,0.0,Completed,4.0,Excellent
2022-08-09,12:30,Guest_4246,403-659-7769,1,2,None,Walk-in,Lunch,9,112,475.42196174110524,0.0,Completed,4.0,Excellent
2022-08-09,12:00,Guest_4729,403-512-3050,5,3,None,Reservation,Lunch,0,70,100.2648494580647,6.795677552403189,Completed,4.0,Good
2022-08-09,11:30,Guest_0720,403-271-2469,7,5,Anniversary,Walk-in,Lunch,0,108,459.0179846366619,0.0,Completed,3.0,Good
2022-08-09,20:00,Guest_1775,403-346-4473,3,3,None,Walk-in,Dinner,24,79,196.62213847237334,0.0,Completed,1.0,Excellent
2022-08-09,12:00,Guest_4688,403-561-9758,7,3,None,Reservation,Lunch,0,73,483.9089929417255,26.927791372655797,Completed,3.0,nan
2022-08-09,19:30,Guest_0747,403-650-5440,2,3,None,Walk-in,Dinner,20,71,338.60422477073365,0.0,Completed,2.0,Poor
2022-08-09,18:30,Guest_1484,403-788-6158,3,0,Birthday,Walk-in,Dinner,1,70,251.10687146691296,0.0,Completed,4.0,Excellent
2022-08-09,12:00,Guest_2151,403-191-3837,5,4,None,Reservation,Lunch,0,67,457.6149870724789,22.901093468364543,Completed,2.0,Average
2022-08-09,12:00,Guest_2410,403-335-4334,3,0,None,Walk-in,Lunch,12,69,153.3629807623526,0.0,Completed,4.0,Good
2022-08-09,18:30,Guest_4870,403-280-2288,1,9,Vegan,Reservation,Dinner,0,91,182.547364915126,0.0,Completed,5.0,Good
2022-08-09,18:30,Guest_3599,403-696-1091,4,0,None,Reservation,Dinner,0,81,231.7510765254283,0.0,Completed,5.0,Excellent
2022-08-09,18:30,Guest_1778,403-889-9325,6,3,None,Walk-in,Dinner,28,96,80.8343601869898,0.0,Completed,4.0,Good
2022-08-09,19:30,Guest_2469,403-250-3550,2,7,None,Walk-in,Dinner,14,74,432.960999843961,0.0,Completed,5.0,Good
2022-08-09,11:30,Guest_3588,403-807-6750,6,5,None,Reservation,Lunch,0,108,50.83852340181358,15.61427342633706,Completed,3.0,Poor
2022-08-09,18:00,Guest_0529,403-576-8542,4,7,None,Reservation,Dinner,0,83,204.86058095337867,0.0,Completed,5.0,nan
2022-08-09,18:30,Guest_3710,403-173-8858,5,7,Vegan,Reservation,Dinner,0,68,310.8933989651058,34.56645785542542,Completed,5.0,Poor
2022-08-09,13:00,Guest_3330,403-161-8253,5,2,None,Reservation,Lunch,0,99,378.1921915430667,28.563985215276738,Completed,2.0,Terrible
